1494941875	784639828	179	211
1494941875	884903900	477	304
1494941875	985377542	473	295
1494941876	85925571	473	295
1494941876	186342947	475	299
1494941876	286862127	474	295
1494941876	387410156	474	296
1494941876	487987034	473	295
1494941876	588484041	473	295
1494941876	689031832	473	295
1494941876	789751522	473	295
1494941876	890225403	477	305
1494941876	990675919	473	295
1494941877	91208689	475	299
1494941877	191742413	473	295
1494941877	292236797	473	295
1494941877	392895691	475	298
1494941877	493443481	475	299
1494941877	593991510	473	295
1494941877	694539539	477	304
1494941877	795080177	473	295
1494941877	895614616	477	304
1494941877	996162645	474	296
1494941878	96576683	473	295
1494941878	197152130	473	295
1494941878	297700159	15	195
1494941878	398280613	8	243
1494941878	498860828	8	273
1494941878	599455349	29	275
1494941878	700003378	52	275
1494941878	800551407	75	274
1494941878	901099436	96	273
1494941879	1634113	116	272
1494941879	102179758	171	200
1494941879	202729933	174	231
1494941879	303242437	203	205
1494941879	403765194	217	208
1494941879	504171841	231	213
1494941879	604854815	244	221
1494941879	705230228	260	223
1494941879	805950872	275	225
1494941879	906407587	286	231
1494941880	7102243	297	232
1494941880	107503407	308	234
1494941880	208051435	319	236
1494941880	308547251	330	238
1494941880	409046165	341	240
1494941880	509537451	352	240
1494941880	610085480	359	235
1494941880	710596077	365	229
1494941880	811334841	373	214
1494941880	911882870	381	195
1494941881	12496941	386	179
1494941881	113109343	390	163
1494941881	213645212	393	147
1494941881	314205400	397	129
1494941881	414773695	399	115
1494941881	515200607	401	99
1494941881	615649693	399	120
1494941881	716156475	399	115
1494941881	816682808	397	119
1494941881	917230837	397	97
1494941882	17765276	397	105
1494941882	118318073	396	126
1494941882	218902342	398	144
1494941882	319541924	400	166
1494941882	420089952	399	199
1494941882	520719521	399	224
1494941882	621328585	398	254
1494941882	721866838	396	289
1494941882	822334282	396	313
1494941882	922962896	396	334
1494941883	23430340	395	351
1494941883	123976461	393	363
1494941883	224526398	388	383
1494941883	325098269	387	384
1494941883	425623886	383	383
1494941883	526171915	369	401
1494941883	626608364	354	404
1494941883	727196686	343	388
1494941883	827744715	326	389
1494941883	928277008	309	385
1494941884	28925888	291	386
1494941884	129462950	277	381
1494941884	229920856	265	377
1494941884	330441467	255	373
1494941884	430988543	249	359
1494941884	531497948	244	354
1494941884	632045977	245	347
1494941884	732565395	250	337
1494941884	833250992	259	313
1494941884	933820002	263	300
1494941885	34367792	267	288
1494941885	134857885	270	280
1494941885	235386364	271	279
1494941885	335871450	273	271
1494941885	436402075	273	265
1494941885	536901466	273	261
1494941885	637449495	272	260
1494941885	737983696	271	259
1494941885	838582270	268	266
1494941885	939133875	268	264
1494941886	39759628	268	263
1494941886	140307657	269	258
1494941886	240865223	270	251
1494941886	341407768	271	249
1494941886	441955797	275	241
1494941886	542491190	280	231
1494941886	643034689	285	218
1494941886	743573896	289	208
1494941886	844093554	293	197
1494941886	944641582	295	189
1494941887	45193188	295	181
1494941887	145741217	292	184
1494941887	246263020	288	182
1494941887	346878521	280	180
1494941887	447358839	270	177
1494941887	547885172	259	169
1494941887	648477547	245	172
1494941887	748981945	231	170
1494941887	849529974	216	167
1494941887	950078003	201	164
1494941888	50579063	187	156
1494941888	151093952	172	159
1494941888	251674883	159	152
1494941888	352172367	144	152
1494941888	452720396	132	143
1494941888	553369276	120	140
1494941888	653917305	108	139
1494941888	754418365	98	144
1494941888	854966394	89	152
1494941888	955514423	80	162
1494941889	56062452	72	172
1494941889	156594507	66	183
1494941889	257142536	61	193
1494941889	357675306	56	209
1494941889	458188765	53	225
1494941889	558736794	52	237
1494941889	659277193	52	248
1494941889	759791367	50	271
1494941889	860373251	55	282
1494941889	960921041	62	293
1494941890	61469070	73	290
1494941890	162001602	83	297
1494941890	262520306	93	303
1494941890	363068335	104	306
1494941890	463616364	116	307
1494941890	564151995	127	307
1494941890	664642326	159	312
1494941890	765261404	160	306
