1494941890	865809433	163	302
1494941890	966369621	176	292
1494941891	66926472	188	291
1494941891	167465679	199	290
1494941891	268022530	208	289
1494941891	368599646	216	287
1494941891	469121449	223	287
1494941891	569684736	229	287
1494941891	670315735	231	287
1494941891	770863764	231	290
1494941891	871328823	226	292
1494941891	971877329	217	285
1494941892	72574608	206	283
1494941892	173725836	195	283
1494941892	273521416	183	285
1494941892	374044888	173	291
1494941892	474605791	165	292
1494941892	575214617	160	322
1494941892	675688736	160	319
1494941892	776232473	130	286
1494941892	876806252	120	285
1494941892	977328531	109	284
1494941893	77822439	99	284
1494941893	178321592	92	285
1494941893	278959743	87	287
1494941893	379480831	84	288
1494941893	480015270	80	286
1494941893	580563299	77	279
1494941893	681124918	75	265
1494941893	781615726	75	245
1494941893	882137053	65	266
1494941893	982682459	13	220
1494941894	83232872	88	195
1494941894	183797829	100	183
1494941894	284459345	118	181
1494941894	385007374	141	162
1494941894	485570662	163	164
1494941894	586103432	184	165
1494941894	686629049	205	171
1494941894	787139647	223	170
1494941894	887678854	239	170
1494941894	988226883	253	169
1494941895	88774912	261	169
1494941895	189301245	267	169
1494941895	289849274	270	170
1494941895	390402548	274	170
1494941895	490950577	277	167
1494941895	591498606	281	169
1494941895	691973917	286	169
1494941895	792521708	291	169
1494941895	893057577	298	169
1494941895	993597023	307	166
1494941896	94153635	317	163
1494941896	194728605	322	157
1494941896	295272581	320	156
1494941896	395820610	313	187
1494941896	496368639	302	195
1494941896	596852295	289	205
1494941896	697400324	274	219
1494941896	797974102	261	211
1494941896	898522131	250	234
1494941896	999100677	245	253
1494941897	99648706	242	274
1494941897	200227968	235	287
1494941897	300700180	215	301
1494941897	401149265	184	313
1494941897	501682751	146	327
1494941897	602317087	108	335
1494941897	702793352	69	339
1494941897	803415052	25	339
1494941897	903963081	34	328
1494941898	4508011	473	295
1494941898	105056040	473	295
1494941898	205590479	475	299
1494941898	306087725	473	295
1494941898	406635754	473	295
1494941898	507154934	475	299
1494941898	607675306	477	304
1494941898	708175890	475	299
1494941898	808746807	475	299
1494941898	909310333	473	295
1494941899	9867422	473	295
1494941899	110406153	473	295
1494941899	210963957	473	295
1494941899	311575405	473	295
1494941899	412111036	477	305
1494941899	512663118	474	296
1494941899	613215439	473	295
1494941899	713755123	473	295
1494941899	814224236	473	295
1494941899	914752953	477	304
1494941900	15320055	473	295
1494941900	115868084	473	295
1494941900	216503136	477	304
1494941900	317172281	474	295
1494941900	417661421	477	304
1494941900	518164865	473	295
1494941900	618712894	474	296
1494941900	719084017	474	297
1494941900	819626085	474	296
1494941900	920180075	475	299
1494941901	20742647	473	295
1494941901	121412508	473	295
1494941901	221914761	473	295
1494941901	322512381	473	295
